,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected
Distributors,OnOff Premises,Account Names,Address,City,State,Distributor,Item Names,Dist Routes,2 Quarters 4/1/2026 thru 7/20/2026  Case Equivs,2 Quarters 4/1/2026 thru 7/20/2026  Days Since Last Sale,2 Quarters 4/1/2026 thru 7/20/2026  Days Until Fall Off
"Doll Dist - Des Moines, IA",ON,CAPTAIN ROYS,1900 SAYLOR RD,DES MOINES,IA,DOLL2,Zero Eddy 4/6/12oz Can,"LOGSDON  N 501- Doll Dist - Des Moines, IA",12,7,83
"Doll Dist - Des Moines, IA",ON,CAPTAIN ROYS,1900 SAYLOR RD,DES MOINES,IA,DOLL2,Strawberry Jam 6/4/12oz can,"LOGSDON  N 501- Doll Dist - Des Moines, IA",1,84,6
"Doll Dist - Des Moines, IA",ON,ZEKE S ROOFTOP & GRILL,6201 MERLE HAY RD STE 110 JOHNSTON,JOHNSTON,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"TILTON  K 506- Doll Dist - Des Moines, IA",103.333335,4,86
"Doll Dist - Des Moines, IA",ON,ZEKE S ROOFTOP & GRILL,6201 MERLE HAY RD STE 110 JOHNSTON,JOHNSTON,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"TILTON  K 506- Doll Dist - Des Moines, IA",96.444446,11,79
"Doll Dist - Des Moines, IA",ON,ZEKE S ROOFTOP & GRILL,6201 MERLE HAY RD STE 110 JOHNSTON,JOHNSTON,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"TILTON  K 506- Doll Dist - Des Moines, IA",34.400001,63,27
"Doll Dist - Des Moines, IA",ON,ZEKE S ROOFTOP & GRILL,6201 MERLE HAY RD STE 110 JOHNSTON,JOHNSTON,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"TILTON  K 506- Doll Dist - Des Moines, IA",2.293333,39,51
"Doll Dist - Des Moines, IA",ON,ADVENTURELAND PARK,305 34TH AVE NW,ALTOONA,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"ALBERTS  D 602- Doll Dist - Des Moines, IA",94.4,6,84
"Doll Dist - Des Moines, IA",ON,ADVENTURELAND PARK,305 34TH AVE NW,ALTOONA,IA,DOLL2,Citrus Surfer 1/12/19.2oz Can,"ALBERTS  D 602- Doll Dist - Des Moines, IA",64,6,84
"Doll Dist - Des Moines, IA",ON,ADVENTURELAND PARK,305 34TH AVE NW,ALTOONA,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",27.555556,13,77
"Doll Dist - Des Moines, IA",ON,ADVENTURELAND PARK,305 34TH AVE NW,ALTOONA,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",27.555556,20,70
"Doll Dist - Des Moines, IA",ON,ADVENTURELAND PARK,305 34TH AVE NW,ALTOONA,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",9.173332,6,84
"Doll Dist - Des Moines, IA",ON,PRAIRIE MEADOWS CASINO,1 PRAIRIE MEADOWS RD,ALTOONA,IA,DOLL2,Easy Eddy 2/12/12oz Can,"MOLLOY  K 689- Doll Dist - Des Moines, IA",88,7,83
"Doll Dist - Des Moines, IA",ON,PRAIRIE MEADOWS CASINO,1 PRAIRIE MEADOWS RD,ALTOONA,IA,DOLL2,Easy Eddy 6/4/16oz Can,"MOLLOY  K 689- Doll Dist - Des Moines, IA",81.333333,28,62
"Doll Dist - Des Moines, IA",ON,PRAIRIE MEADOWS CASINO,1 PRAIRIE MEADOWS RD,ALTOONA,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"MOLLOY  K 689- Doll Dist - Des Moines, IA",27.520001,14,76
"Doll Dist - Des Moines, IA",ON,PRAIRIE MEADOWS CASINO,1 PRAIRIE MEADOWS RD,ALTOONA,IA,DOLL2,Easy Eddy 4/6/12oz Can,"MOLLOY  K 689- Doll Dist - Des Moines, IA",15,32,58
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"TIARKS  J 504- Doll Dist - Des Moines, IA",96.444446,4,86
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"TIARKS  J 504- Doll Dist - Des Moines, IA",62.000001,4,86
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Summer Jam 1/6 Barrel Keg,"TIARKS  J 504- Doll Dist - Des Moines, IA",18.346667,18,72
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Easy Eddy 6/4/16oz Can,"TIARKS  J 504- Doll Dist - Des Moines, IA",14.666667,4,86
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"TIARKS  J 504- Doll Dist - Des Moines, IA",9.173333,81,9
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Citrus Surfer 2/12/12oz Can,"TIARKS  J 504- Doll Dist - Des Moines, IA",5,4,86
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Strawberry Jam 1/6 Barrel Keg,"TIARKS  J 504- Doll Dist - Des Moines, IA",2.293333,95,-5
"Doll Dist - Des Moines, IA",ON,WELLMANS WEST,597 MARKET ST,WEST DES MOINES,IA,DOLL2,Summer Jam 6/4/12oz Can,"TIARKS  J 504- Doll Dist - Des Moines, IA",2,11,79
"Doll Dist - Des Moines, IA",ON,BIX & CO,111 5TH ST,WEST DES MOINES,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"SWANSON  J 503- Doll Dist - Des Moines, IA",103.333335,4,86
"Doll Dist - Des Moines, IA",ON,BIX & CO,111 5TH ST,WEST DES MOINES,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"SWANSON  J 503- Doll Dist - Des Moines, IA",82.666668,4,86
"Doll Dist - Des Moines, IA",ON,BIX & CO,111 5TH ST,WEST DES MOINES,IA,DOLL2,Neighborhood Beer 6/4/16oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",5.333332,11,79
"Doll Dist - Des Moines, IA",ON,BIX & CO,111 5TH ST,WEST DES MOINES,IA,DOLL2,Zero Eddy 2/12/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",5,11,79
"Doll Dist - Des Moines, IA",ON,UPTOWN GARAGE BREWING CO,305 SW WALNUT ST,ANKENY,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"DM HOUSE 590- Doll Dist - Des Moines, IA",75.777779,4,86
"Doll Dist - Des Moines, IA",ON,UPTOWN GARAGE BREWING CO,305 SW WALNUT ST,ANKENY,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"DM HOUSE 590- Doll Dist - Des Moines, IA",68.88889,4,86
"Doll Dist - Des Moines, IA",ON,UPTOWN GARAGE BREWING CO,305 SW WALNUT ST,ANKENY,IA,DOLL2,Neighborhood Beer 1/2 Barrel Keg,"DM HOUSE 590- Doll Dist - Des Moines, IA",48.222223,18,72
"Doll Dist - Des Moines, IA",ON,UPTOWN GARAGE BREWING CO,305 SW WALNUT ST,ANKENY,IA,DOLL2,Zero Eddy 2/12/12oz Can,"DM HOUSE 590- Doll Dist - Des Moines, IA",1,88,2
"Doll Dist - Des Moines, IA",ON,BURGER SHED,500 BASS PRO DR NW,ALTOONA,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",82.666668,6,84
"Doll Dist - Des Moines, IA",ON,BURGER SHED,500 BASS PRO DR NW,ALTOONA,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",41.333334,25,65
"Doll Dist - Des Moines, IA",ON,BURGER SHED,500 BASS PRO DR NW,ALTOONA,IA,DOLL2,Silo Amber 1/2 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",41.333334,6,84
"Doll Dist - Des Moines, IA",ON,MULLETS,617 SW 3 RD ST STE 103,ANKENY,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",45.866667,4,86
"Doll Dist - Des Moines, IA",ON,MULLETS,617 SW 3 RD ST STE 103,ANKENY,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",38.986666,11,79
"Doll Dist - Des Moines, IA",ON,MULLETS,617 SW 3 RD ST STE 103,ANKENY,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",34.444445,4,86
"Doll Dist - Des Moines, IA",ON,MULLETS,617 SW 3 RD ST STE 103,ANKENY,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"ALBERTS  D 602- Doll Dist - Des Moines, IA",34.444445,25,65
"Doll Dist - Des Moines, IA",ON,MULLETS,617 SW 3 RD ST STE 103,ANKENY,IA,DOLL2,Zero Eddy 2/12/12oz Can,"ALBERTS  D 602- Doll Dist - Des Moines, IA",1,32,58
"Doll Dist - Des Moines, IA",ON,MULLETS,617 SW 3 RD ST STE 103,ANKENY,IA,DOLL2,Zero Eddy 4/6/12oz Can,"ALBERTS  D 602- Doll Dist - Des Moines, IA",1,88,2
"Doll Dist - Des Moines, IA",ON,EATERY A,2932 INGERSOLL AVE,DES MOINES,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"SWANSON  J 503- Doll Dist - Des Moines, IA",110.222224,7,83
"Doll Dist - Des Moines, IA",ON,EATERY A,2932 INGERSOLL AVE,DES MOINES,IA,DOLL2,Easy Eddy 2/12/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",20,7,83
"Doll Dist - Des Moines, IA",ON,EATERY A,2932 INGERSOLL AVE,DES MOINES,IA,DOLL2,Zero Eddy 4/6/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",7,18,72
"Doll Dist - Des Moines, IA",ON,EATERY A,2932 INGERSOLL AVE,DES MOINES,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"SWANSON  J 503- Doll Dist - Des Moines, IA",6.88,88,2
"Doll Dist - Des Moines, IA",ON,EATERY A,2932 INGERSOLL AVE,DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",4,21,69
"Doll Dist - Des Moines, IA",ON,TOURN OF IOWA GOLF,1000 TRADITION DR,POLK CITY,IA,DOLL2,Easy Eddy 6/4/16oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",73.333333,7,83
"Doll Dist - Des Moines, IA",ON,TOURN OF IOWA GOLF,1000 TRADITION DR,POLK CITY,IA,DOLL2,Citrus Surfer 6/4/16oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",33.333333,21,69
"Doll Dist - Des Moines, IA",ON,TOURN OF IOWA GOLF,1000 TRADITION DR,POLK CITY,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",22.933332,10,80
"Doll Dist - Des Moines, IA",ON,TOURN OF IOWA GOLF,1000 TRADITION DR,POLK CITY,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",11.466666,42,48
"Doll Dist - Des Moines, IA",ON,TOURN OF IOWA GOLF,1000 TRADITION DR,POLK CITY,IA,DOLL2,Tigerhawk 4/6/16oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2.666667,7,83
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Silo Amber 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",20.666667,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",20.666667,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Neighborhood Beer 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",20.666667,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",20.666667,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",12,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",10,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Easy Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",9,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Silo Amber 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",8,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Wild Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",6,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Strawberry Jam 6/4/12oz can,"UPAH  T 122- Doll Dist - Des Moines, IA",3,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Easy Going 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",3,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Rainbow Connection 6/4/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",3,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Royal Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",2,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Citrus Surfer Variety Pack 2/12/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Easy Going 2/12/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,81,9
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,Zero Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,81,9
"Doll Dist - Des Moines, IA",ON,GRINNELL COLLEGE,1210 PARK ST,GRINNELL,IA,DOLL2,1939 Amber 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,81,9
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"BLANK  J 653- Doll Dist - Des Moines, IA",36.693333,7,83
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Neighborhood Beer 1/6 Barrel Keg,"BLANK  J 653- Doll Dist - Des Moines, IA",32.106666,7,83
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"BLANK  J 653- Doll Dist - Des Moines, IA",27.52,27,63
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Citrus Surfer 2/12/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",14,35,55
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",13,27,63
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Easy Eddy 4/6/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",9,42,48
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Zero Eddy 4/6/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",5,28,62
"Doll Dist - Des Moines, IA",ON,HILLCREST COUNTRY CLUB,27749 PROSPECT AVE,ADEL,IA,DOLL2,Easy Eddy 2/12/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",5,27,63
"Doll Dist - Des Moines, IA",ON,THE CHICKEN,4221 SE ORILLA RD,CUMMING,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"KARAS  B 652- Doll Dist - Des Moines, IA",55.111112,6,84
"Doll Dist - Des Moines, IA",ON,THE CHICKEN,4221 SE ORILLA RD,CUMMING,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"KARAS  B 652- Doll Dist - Des Moines, IA",55.111112,6,84
"Doll Dist - Des Moines, IA",ON,THE CHICKEN,4221 SE ORILLA RD,CUMMING,IA,DOLL2,Citrus Surfer Lime 1/2 Barrel Keg,"KARAS  B 652- Doll Dist - Des Moines, IA",13.777778,20,70
"Doll Dist - Des Moines, IA",ON,THE CHICKEN,4221 SE ORILLA RD,CUMMING,IA,DOLL2,Neighborhood Beer 1/2 Barrel Keg,"KARAS  B 652- Doll Dist - Des Moines, IA",6.888889,83,7
"Doll Dist - Des Moines, IA",ON,THE CHICKEN,4221 SE ORILLA RD,CUMMING,IA,DOLL2,Neighborhood Beer 6/4/16oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",5.333332,6,84
"Doll Dist - Des Moines, IA",ON,THE CHICKEN,4221 SE ORILLA RD,CUMMING,IA,DOLL2,Zero Eddy 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",5,6,84
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"SWANSON  J 503- Doll Dist - Des Moines, IA",75.777779,7,83
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"SWANSON  J 503- Doll Dist - Des Moines, IA",48.222223,14,76
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Easy Eddy 2/12/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",4,28,62
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Citrus Surfer 2/12/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",3,21,69
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"SWANSON  J 503- Doll Dist - Des Moines, IA",2.293333,70,20
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Double Blackberry 6/4/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",2,35,55
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Zero Eddy 2/12/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",2,28,62
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Silo Amber 4/6/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",1,35,55
"Doll Dist - Des Moines, IA",ON,THE STATION ON INGERSOLL,3124 INGERSOLL AVE,DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"SWANSON  J 503- Doll Dist - Des Moines, IA",1,28,62
"Doll Dist - Des Moines, IA",ON,STEVIE CS INC,202 S MAIN ST,GRIMES,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"TILTON  K 506- Doll Dist - Des Moines, IA",82.666668,5,85
"Doll Dist - Des Moines, IA",ON,STEVIE CS INC,202 S MAIN ST,GRIMES,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"TILTON  K 506- Doll Dist - Des Moines, IA",48.222223,5,85
"Doll Dist - Des Moines, IA",ON,STEVIE CS INC,202 S MAIN ST,GRIMES,IA,DOLL2,Double Blackberry 6/4/12oz Can,"TILTON  K 506- Doll Dist - Des Moines, IA",3,47,43
"Doll Dist - Des Moines, IA",ON,STEVIE CS INC,202 S MAIN ST,GRIMES,IA,DOLL2,Neighborhood Beer 2/12/12oz Can,"TILTON  K 506- Doll Dist - Des Moines, IA",3,12,78
"Doll Dist - Des Moines, IA",ON,STEVIE CS INC,202 S MAIN ST,GRIMES,IA,DOLL2,Zero Eddy 2/12/12oz Can,"TILTON  K 506- Doll Dist - Des Moines, IA",1,40,50
"Doll Dist - Des Moines, IA",ON,TOPGOLF,7680 COACHLIGHT DR,WEST DES MOINES,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"LOGSDON  N 501- Doll Dist - Des Moines, IA",137.77778,7,83
"Doll Dist - Des Moines, IA",ON,ANKENY CHAMBER COMMERCE,1210 NW PRAIRIE RIDGE DR,ANKENY,IA,DOLL2,Easy Eddy 6/4/16oz Can,"MOLLOY  K 689- Doll Dist - Des Moines, IA",70.666667,10,80
"Doll Dist - Des Moines, IA",ON,ANKENY CHAMBER COMMERCE,1210 NW PRAIRIE RIDGE DR,ANKENY,IA,DOLL2,Citrus Surfer 6/4/16oz Can,"MOLLOY  K 689- Doll Dist - Des Moines, IA",61.333333,10,80
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Neighborhood Beer 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",34.444445,4,86
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Silo Amber 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",27.555556,18,72
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",20.666667,18,72
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",20.666667,60,30
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Wild Eddy 1/2 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",13.777778,11,79
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Silo Amber 1/6 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",2.293333,91,-1
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Wild Eddy 1/6 Barrel Keg,"UPAH  T 122- Doll Dist - Des Moines, IA",2.293333,39,51
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Sweet Spot Half and Half 6/4/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,81,9
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Squeeze Citrus Spritz 6/4/12 oz,"UPAH  T 122- Doll Dist - Des Moines, IA",1,46,44
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Easy Going 2/12/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,74,16
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Zero Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,81,9
"Doll Dist - Des Moines, IA",ON,GRINNELL CRAFT BREWHOUSE,923 MAIN ST,GRINNELL,IA,DOLL2,Squeeze Grapefruit Paloma 6/4/12 oz,"UPAH  T 122- Doll Dist - Des Moines, IA",1,46,44
"Doll Dist - Des Moines, IA",ON,AMANA GOLF COURSE,451 27TH AVE,AMANA,IA,DOLL2,Easy Eddy 6/4/16oz Can,"MOON  A 101- Doll Dist - Des Moines, IA",59.999998,12,78
"Doll Dist - Des Moines, IA",ON,AMANA GOLF COURSE,451 27TH AVE,AMANA,IA,DOLL2,Citrus Surfer 6/4/16oz Can,"MOON  A 101- Doll Dist - Des Moines, IA",22.666668,5,85
"Doll Dist - Des Moines, IA",ON,AMANA GOLF COURSE,451 27TH AVE,AMANA,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"MOON  A 101- Doll Dist - Des Moines, IA",18.346664,5,85
"Doll Dist - Des Moines, IA",ON,AMANA GOLF COURSE,451 27TH AVE,AMANA,IA,DOLL2,Citrus Surfer 1/6 Barrel Keg,"MOON  A 101- Doll Dist - Des Moines, IA",9.173332,5,85
"Doll Dist - Des Moines, IA",ON,AMANA GOLF COURSE,451 27TH AVE,AMANA,IA,DOLL2,Citrus Surfer 1/2 Barrel Keg,"MOON  A 101- Doll Dist - Des Moines, IA",6.888889,61,29
"Doll Dist - Des Moines, IA",ON,AMANA GOLF COURSE,451 27TH AVE,AMANA,IA,DOLL2,Easy Eddy 1/2 Barrel Keg,"MOON  A 101- Doll Dist - Des Moines, IA",6.888889,61,29
"Doll Dist - Des Moines, IA",ON,AMANA GOLF COURSE,451 27TH AVE,AMANA,IA,DOLL2,Summer Jam 1/6 Barrel Keg,"MOON  A 101- Doll Dist - Des Moines, IA",2.293333,40,50
"Doll Dist - Des Moines, IA",ON,THE SOGGY FROG,6170 NW POLK CITY DR,POLK CITY,IA,DOLL2,Easy Eddy 6/4/16oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",78.666665,7,83
"Doll Dist - Des Moines, IA",ON,THE SOGGY FROG,6170 NW POLK CITY DR,POLK CITY,IA,DOLL2,Citrus Surfer 6/4/16oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",46.666668,42,48
