,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected
Dist Companies,OnOff Premises,Chains,Account Names,Address,City,State,Zip Code,Store Num,Last KARMA entry,Item Names,3 Months 5/1/2026 thru 7/16/2026  Case Equivs,3 Months 5/1/2026 thru 7/16/2026  Authorized Item Gaps,3 Months 5/1/2026 thru 7/16/2026  Authorized Acct Gaps
Doll Distributing,ON,INDEPENDENTS,FRONT ROW,9956 SWANSON BLVD,CLIVE,IA,50325,,20260601,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,WESTWOOD GOLF,3387 HIGHWAY F48 W,NEWTON,IA,50208,,20260611,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
Doll Distributing,ON,INDEPENDENTS,THE WAREHOUSE PUB,10100 NW 62ND,JOHNSTON,IA,50131,,20260713,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
Doll Distributing,ON,INDEPENDENTS,L P L S,1707 HWY 375,COUNCIL BLUFFS,IA,51503,,20260709,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
Doll Distributing,ON,INDEPENDENTS,RECLAIMED RAILS BREWING COMPANY,101 MAIN ST SE,BONDURANT,IA,50035,,0,Tigerhawk 1/24/12oz Can,4,0,0
Doll Distributing,ON,INDEPENDENTS,GATEWAY RECREATION #0,107 S TAYLOR ST,MONROE,IA,50170,0,20260422,Tigerhawk 2/12/12oz Can,4,0,0
Doll Distributing,ON,INDEPENDENTS,REGAL BEAGLE,9500 UNIVERSITY AVE STE 1101,WEST DES MOINES,IA,50266,,20260305,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,ON,INDEPENDENTS,PAULLINA GOLF CLUB,5630 460TH ST,PAULLINA,IA,51046,,0,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,ON,INDEPENDENTS,SUNDOWN LOUNGE,112 STATE ST W,WILLIAMSBURG,IA,52361,,20260527,Tigerhawk 2/12/12oz Can,3,0,0
Doll Distributing,ON,INDEPENDENTS,KIPPYS PLACE,364 NW MAIN ST,ELKHART,IA,50073,,20260702,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,ON,INDEPENDENTS,TOURN OF IOWA GOLF,1000 TRADITION DR,POLK CITY,IA,50226,,20260612,Tigerhawk 4/6/16oz Can,2.666667,0,0
Doll Distributing,ON,INDEPENDENTS,NAUTICAL BAR AND GRILL,95 W BROADWAY ST,ARNOLDS PARK,IA,51331,,20260518,Tigerhawk 4/6/16oz Can,2.666666,0,0
Doll Distributing,ON,INDEPENDENTS,TRAILSIDE TAP,710 SW 3RD ST,ANKENY,IA,50023,,20260626,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,30 YARD LINE,806 HWY 30 E,GRAND JUNCTION,IA,50107,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,LOGAN FLOURS BAKING CO,305 E 7TH ST,LOGAN,IA,51546,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,IOWA TAPROOM,215 E 3RD ST,DES MOINES,IA,50309,,20260707,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,FLIGHT BAR & GRILLE,931 N US HWY 69 STE 931,HUXLEY,IA,50124,,20260608,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,FLIGHT BAR & GRILLE,931 N US HWY 69 STE 931,HUXLEY,IA,50124,,20260608,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,ON,INDEPENDENTS,FLIGHT BAR & GRILLE,931 N US HWY 69 STE 931,HUXLEY,IA,50124,,20260608,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,CARLS PLACE,1620 WOODLAND AVE,DES MOINES,IA,50309,,20260624,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,DANCIN BEAR,809 INDIANA ST,SIDNEY,IA,51652,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,SNAKEPIT LOUNGE,3100 MCKINLEY AVE,DES MOINES,IA,50321,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,INDEPENDENTS,THE RIDGE GOLF CLUB,2595 RIDGE RD,SIOUX CENTER,IA,51250,,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,ON,INDEPENDENTS,MILES INN BOJI BAY,264 NORTH HWY 71 UNIT,ARNOLDS PARK,IA,51331,,20260417,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,ON,INDEPENDENTS,WEST SIDE BAR & GRILL,127 S CHESTNUT AVE,EARLHAM,IA,50072,,0,Tigerhawk 2/12/12oz Can,2,0,0
Doll Distributing,ON,INDEPENDENTS,1892 GERMAN BEER HAUS,142 W BROADWAY,COUNCIL BLUFFS,IA,51503,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Doll Distributing,ON,INDEPENDENTS,TWEETERS,1027 HIGHWAY 71 S,OKOBOJI,IA,51355,,20240611,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,GREENCASTLE TAVERN,115 N STATION ST,MINGO,IA,50168,,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,WAVELAND COFFEE SHOP,4704 UNIVERSITY AVE,DES MOINES,IA,50311,,20230417,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,BRICKYARD BURGERS & BREWS,1802 S GREENE ST,ADEL,IA,50003,,20260520,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,HIDE OUT,204 E CLINTON AVE,INDIANOLA,IA,50125,,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,CRAZY BOBS MAXIUM BBQ,240 N 8TH AVE E,HARTLEY,IA,51346,,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,JOES PUB JOHNSTON,5500 MERLE HAY RD STE D,JOHNSTON,IA,50131,,20260713,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,INDEPENDENTS,LEROYS PLACE,4825 EP TRUE PKWY,WEST DES MOINES,IA,50265,,20241010,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,ON,CLUBPROCURE,ELMWOOD COUNTRY CLUB,1734 COUNTRY CLUB LANE,MARSHALLTOWN,IA,50158,,20260616,Tigerhawk 2/12/12oz Can,6,0,0
Doll Distributing,ON,CLUBPROCURE,WAKONDA CLUB,3915 FLEUR DR,DES MOINES,IA,50321,,20260617,Tigerhawk 2/12/12oz Can,4,0,0
Doll Distributing,ON,HILTON,HILTON DES MOINES DOWNTOWN,435 PARK ST,DES MOINES,IA,50309,,20250131,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Doll Distributing,ON,HILTON GARDEN INN,HILTON GARDEN INN #DSMWH,205 S 64TH ST,WEST DES MOINES,IA,50266,DSMWH,0,Tigerhawk 2/12/12oz Can,1,0,0
Doll Distributing,NA,UNVERIFIABLE,DOLL DIST DES MOINES UN #00415,1901 DE WOLF ST,DES MOINES,IA,50316,"=""00415""",0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2346,2630 SUMMER ST,BURLINGTON,IA,52601,2346,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2626,501 N DOUGLAS ST,AFTON,IA,50830,2626,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3528,1730 E WASHINGTON ST,WASHINGTON,IA,52353,3528,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2481,206 S WASHINGTON ST,BLOOMFIELD,IA,52537,2481,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1624,1002 W MADISON ST,WASHINGTON,IA,52353,1624,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3772,105 S 18TH ST,CENTERVILLE,IA,52544,3772,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #4391,1105 W AGENCY RD,WEST BURLINGTON,IA,52655,4391,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #4294,200 E JEFFERSON ST,CORYDON,IA,50060,4294,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3332,702 1ST ST,MURRAY,IA,50174,3332,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1511,500 W MAIN ST,SEYMOUR,IA,52590,1511,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3396,100 E JACKSON ST,SIGOURNEY,IA,52591,3396,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2319,1428 38TH ST,FORT MADISON,IA,52627,2319,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1028,75 MAIN ST,MIDDLETOWN,IA,52638,1028,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3327,2125 LIBERTYVILLE RD,FAIRFIELD,IA,52556,3327,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3920,2105 E WASHINGTON ST,MOUNT PLEASANT,IA,52641,3920,20250108,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1898,114 N MAIN ST,OSCEOLA,IA,50213,1898,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1577,122 N MAIN ST,ALBIA,IA,52531,1577,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1327,1807 HWY 5,LOVILIA,IA,50150,1327,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2318,111 MAIN ST,MONTROSE,IA,52639,2318,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2023,1208 AVE H,FORT MADISON,IA,52627,2023,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2544,710 S PINE ST,NEW LONDON,IA,52645,2544,20240221,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3032,335 N MAIN ST,CHARITON,IA,50049,3032,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2592,201 S 4TH ST,FARMINGTON,IA,52626,2592,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2019,501 E MOUNT PLEASANT ST,WEST BURLINGTON,IA,52655,2019,20240227,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3024,208 WAPELLO ST,MEDIAPOLIS,IA,52637,3024,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2342,3105 W AVE,BURLINGTON,IA,52601,2342,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1834,401 NW CHURCH ST,LEON,IA,50144,1834,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2529,406 E MAIN ST,LAMONI,IA,50140,2529,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3587,1911 DES MOINES AVE,BURLINGTON,IA,52601,3587,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3223,903 N SUMNER AVE,CRESTON,IA,50801,3223,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2614,201 MADISON AVE,DONNELLSON,IA,52625,2614,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1651,1117 S CLINTON ST,ALBIA,IA,52531,1651,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #7,1001 E MAIN ST,OTTUMWA,IA,52501,7,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #42,700 6TH ST,WELLMAN,IA,52356,42,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1609,811 W ELM ST,ELDON,IA,52554,1609,0,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3852,102 W TAYLOR ST,CRESTON,IA,50801,3852,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2422,403 E TOWNLINE ST,CRESTON,IA,50801,2422,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3782,1305 E SOUTH ST,MOUNT AYRE,IA,50854,3782,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2636,3530 MAIN ST,KEOKUK,IA,52632,2636,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2595,326 MAIN ST,KEOKUK,IA,52632,2595,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #2498,710 HWY 61,WAPELLO,IA,52653,2498,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1125,207 S FRONT ST,HUMESTON,IA,50123,1125,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #3212,100 W MCLANE ST,OSCEOLA,IA,50213,3212,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #1886,504 W MARY ST,OTTUMWA,IA,52501,1886,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS GENERAL STORE #22,1421 COURT AVE,CHARITON,IA,50049,22,0,Tigerhawk 2/12/12oz Can,3,0,0
Golden Eagle Distributing,OFF,CASEYS,CASEYS #4308,2130 COURT AVE,CHARITON,IA,50049,4308,0,Tigerhawk 2/12/12oz Can,0,-1,-1
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,1044,20260128,Tigerhawk 1/24/12oz Can,37,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,1044,20260128,Tigerhawk 2/12/12oz Can,14,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1044,3140 AGENCY ST,BURLINGTON,IA,52601,1044,20260128,Tigerhawk 4/6/16oz Can,13.333334,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1504,1025 N QUINCY,OTTUMWA,IA,52501,1504,20250709,Tigerhawk 2/12/12oz Can,15,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1504,1025 N QUINCY,OTTUMWA,IA,52501,1504,20250709,Tigerhawk 1/24/12oz Can,14,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1504,1025 N QUINCY,OTTUMWA,IA,52501,1504,20250709,Tigerhawk 4/6/16oz Can,12.000001,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1433,1700 E WASHINGTON ST,MOUNT PLEASANT,IA,52641,1433,20260416,Tigerhawk 2/12/12oz Can,14,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1433,1700 E WASHINGTON ST,MOUNT PLEASANT,IA,52641,1433,20260416,Tigerhawk 1/24/12oz Can,14,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1433,1700 E WASHINGTON ST,MOUNT PLEASANT,IA,52641,1433,20260416,Tigerhawk 4/6/16oz Can,5.333334,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1095,600 SHELDON,CRESTON,IA,50801,1095,0,Tigerhawk 1/24/12oz Can,14,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1095,600 SHELDON,CRESTON,IA,50801,1095,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1095,600 SHELDON,CRESTON,IA,50801,1095,0,Tigerhawk 4/6/16oz Can,2.666667,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1180,1300 W BURLINGTON ST,FAIRFIELD,IA,52556,1180,20250709,Tigerhawk 2/12/12oz Can,14,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1180,1300 W BURLINGTON ST,FAIRFIELD,IA,52556,1180,20250709,Tigerhawk 4/6/16oz Can,1.333333,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1850,528 HWY 1 S,WASHINGTON,IA,52353,1850,20260205,Tigerhawk 2/12/12oz Can,10,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1850,528 HWY 1 S,WASHINGTON,IA,52353,1850,20260205,Tigerhawk 4/6/16oz Can,8.000001,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1473,510 W MCLANE ST,OSCEOLA,IA,50213,1473,0,Tigerhawk 2/12/12oz Can,8,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1058,609 N 18TH ST,CENTERVILLE,IA,52544,1058,0,Tigerhawk 2/12/12oz Can,3,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1324,3111 MAIN ST,KEOKUK,IA,52632,1324,20251023,Tigerhawk 2/12/12oz Can,2,0,0
Golden Eagle Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1065,2001 COURT AVE,CHARITON,IA,50049,1065,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,MORGANS NORTHGATE MARKET,2465 NORTHGATE ST,OTTUMWA,IA,52501,,0,Tigerhawk 2/12/12oz Can,14,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,HOMETOWN LIQUOR & WINE,719 N GRAND AVE,MOUNT PLEASANT,IA,52641,,20250702,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,HOMETOWN LIQUOR & WINE,719 N GRAND AVE,MOUNT PLEASANT,IA,52641,,20250702,Tigerhawk 4/6/16oz Can,1.333333,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,4 CORNERS,3112 IA-92,AINSWORTH,IA,52201,,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,LOGLIS STORE,508 N 4TH,FAIRFIELD,IA,52556,,0,Tigerhawk 2/12/12oz Can,4,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,MEPO FOODS,111 N WAPELLO ST,MEDIAPOLIS,IA,52637,,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,LIQUOR PLUS,1004 W MADISON ST,WASHINGTON,IA,52353,,0,Tigerhawk 2/12/12oz Can,2,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,HAWKEYE SMOKE SHOP,53 N COURT ST,FAIRFIELD,IA,52556,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,FREEMAN FOODS,268 8TH AVE,WELLMAN,IA,52356,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,THE ORIGINAL WINE & SPIRITS,106 W 2ND ST,WASHINGTON,IA,52353,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,THE ORIGINAL WINE & SPIRITS,106 W 2ND ST,WASHINGTON,IA,52353,,0,Tigerhawk 2/12/12oz Can,1,0,0
Golden Eagle Distributing,OFF,INDEPENDENTS,THE ORIGINAL WINE & SPIRITS,106 W 2ND ST,WASHINGTON,IA,52353,,0,Tigerhawk 1/24/12oz Can,1,0,0
Golden Eagle Distributing,OFF,FAREWAY,FAREWAY #554,301 N MARION AVE,WASHINGTON,IA,52353,554,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,FAREWAY,FAREWAY #597,105 E ADAMS ST,CRESTON,IA,50801,597,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,FAREWAY,FAREWAY #009,920 LAWRENCE ST,BURLINGTON,IA,52601,"=""009""",0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,FAREWAY,FAREWAY #648,1325 ALBIA RD,OTTUMWA,IA,52501,648,0,Tigerhawk 2/12/12oz Can,3,0,0
Golden Eagle Distributing,OFF,HY VEE DRUGSTORE,HY VEE DRUGSTORE #7065,1140 N JEFFERSON,OTTUMWA,IA,52501,7065,20260416,Tigerhawk 1/24/12oz Can,14,0,0
Golden Eagle Distributing,OFF,HY VEE DRUGSTORE,HY VEE DRUGSTORE #7065,1140 N JEFFERSON,OTTUMWA,IA,52501,7065,20260416,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,QUICK SHOP MINIT MART,QUICK SHOP MINIT MART,405 S MADISON STE 1,OTTUMWA,IA,52501,,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,OFF,BROTHERS MARKET,BROTHERS MARKET,118 S MAIN ST,SIGOURNEY,IA,52591,,0,Tigerhawk 2/12/12oz Can,7,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,THE VALLEY MONSTER PUB,217 VALLEY ST,BURLINGTON,IA,52601,,20260318,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,HAWKEYE RESTAURANT,105 N PARK DR,KEOKUK,IA,52632,,0,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,LIBATIONS ON IOWA,106 S IOWA AVE,WASHINGTON,IA,52353,,20260205,Tigerhawk 1/6 Barrel Keg,6.879999,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,MOUNT PLEASANT GOLF & COUNTRY CLUB,2275 HICKORY RD,MOUNT PLEASANT,IA,52641,,0,Tigerhawk 4/6/16oz Can,6.666667,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,MOUNT PLEASANT GOLF & COUNTRY CLUB,2275 HICKORY RD,MOUNT PLEASANT,IA,52641,,0,Tigerhawk 1/24/12oz Can,4,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,UNC & NEPHS,1015 W MADISON ST,WASHINGTON,IA,52353,,0,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,STONE WALL PIZZA,3297 320TH ST,WELLMAN,IA,52356,,20250718,Tigerhawk 2/12/12oz Can,4,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,COTTER OUTBACK,28644 IA-92,AINSWORTH,IA,52201,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,BULLDOGS ON MAIN,530 MAIN ST,MEDIAPOLIS,IA,52637,,20250423,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,FOURTH ST BAR & GRILL,310 4TH ST,WEST POINT,IA,52656,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,THE SOM,863 JEFFERSON ST,BURLINGTON,IA,52601,,20260401,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,WISSOTA CHOPHOUSE,108 CHURCH ST,OTTUMWA,IA,52501,,20250709,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,PADDLEWHEEL LOUNGE,613 JEFFERSON ST,BURLINGTON,IA,52601,,20260401,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,BENDERS BAR & GRILL,251 8TH AV STE 11,WELLMAN,IA,52356,,0,Tigerhawk 2/12/12oz Can,2,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,KINGPINS,3001 WINEGARD DR STE 4,BURLINGTON,IA,52601,,20251029,Tigerhawk 2/12/12oz Can,2,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,MORGANS CORNER BAR & GRILL,436 W 2ND ST,OTTUMWA,IA,52501,,0,Tigerhawk 2/12/12oz Can,2,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,OWLS NEST,116 S COURT,OTTUMWA,IA,52501,,20260416,Tigerhawk 2/12/12oz Can,1,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,FARNEYS ON JEFFERSON,702 JEFFERSON ST,BURLINGTON,IA,52601,,20260401,Tigerhawk 2/12/12oz Can,1,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,TURNWATER BAR & GRILL,318 RIVERVIEW DR,FORT MADISON,IA,52627,,20260625,Tigerhawk 2/12/12oz Can,1,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,TENAS TAP II,2217 48TH ST,FORT MADISON,IA,52627,,20260624,Tigerhawk 2/12/12oz Can,1,0,0
Golden Eagle Distributing,ON,INDEPENDENTS,CABARET,1337 AVENUE G,FORT MADISON,IA,52627,,0,Tigerhawk 2/12/12oz Can,1,0,0
Golden Eagle Distributing,NA,INDEPENDENTS,Unmatched,Unmatched,Unmatched,"=""00""","=""05403""",,0,Tigerhawk 2/12/12oz Can,1,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #4279,1620 W 1ST ST,CEDAR FALLS,IA,50613,4279,0,Tigerhawk 2/12/12oz Can,12,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2630,5226 UNIVERSITY AVE,CEDAR FALLS,IA,50613,2630,20240130,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2427,3035 LOGAN AVE,WATERLOO,IA,50703,2427,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #1591,401 COLLEGE DR,DECORAH,IA,52101,1591,20230605,Tigerhawk 2/12/12oz Can,10,0,0
